date,bitcoin
2024-04-02,100
2024-04-03,88
2024-04-04,91
2024-04-05,89
2024-04-06,75
2024-04-07,77
2024-04-08,100
2024-04-09,87
2024-04-10,92
2024-04-11,78
2024-04-12,79
2024-04-13,92
2024-04-14,100
2024-04-15,97
2024-04-16,88
2024-04-17,91
2024-04-18,68
2024-04-19,100
2024-04-20,91
2024-04-21,53
2024-04-22,54
2024-04-23,48
2024-04-24,46
2024-04-25,75
2024-04-26,69
2024-04-27,62
2024-04-28,66
2024-04-29,68
2024-04-30,83
2024-05-01,100
2024-05-02,82
2024-05-03,78
2024-05-04,66
2024-05-05,63
2024-05-06,71
2024-05-07,66
2024-05-08,64
2024-05-09,86
2024-05-10,92
2024-05-11,84
2024-05-12,78
2024-05-13,90
2024-05-14,87
2024-05-15,100
2024-05-16,81
2024-05-17,77
2024-05-18,67
2024-05-19,66
2024-05-20,83
2024-05-21,100
2024-05-22,82
2024-05-23,99
2024-05-24,94
2024-05-25,74
2024-05-26,78
2024-05-27,83
2024-05-28,85
2024-05-29,85
2024-05-30,84
2024-05-31,78
2024-06-01,71
2024-06-02,73
2024-06-03,87
2024-06-04,91
2024-06-05,100
2024-06-06,95
2024-06-07,97
2024-06-08,84
2024-06-09,75
2024-06-10,85
2024-06-11,96
2024-06-12,94
2024-06-13,93
2024-06-14,92
2024-06-15,81
2024-06-16,79
2024-06-17,94
2024-06-18,95
2024-06-19,88
2024-06-20,69
2024-06-21,73
2024-06-22,62
2024-06-23,62
2024-06-24,100
2024-06-25,85
2024-06-26,76
2024-06-27,91
2024-06-28,97
2024-06-29,77
2024-06-30,85
2024-07-01,90
2024-07-02,90
2024-07-03,99
2024-07-04,80
2024-07-05,100
2024-07-06,66
2024-07-07,65
2024-07-08,77
2024-07-09,67
2024-07-10,67
2024-07-11,81
2024-07-12,83
2024-07-13,65
2024-07-14,85
2024-07-15,92
2024-07-16,100
2024-07-17,85
2024-07-18,86
2024-07-19,100
2024-07-20,86
2024-07-21,94
2024-07-22,99
2024-07-23,99
2024-07-24,88
2024-07-25,82
2024-07-26,85
2024-07-27,100
2024-07-28,83
2024-07-29,96
2024-07-30,75
2024-07-31,71
2024-08-01,32
2024-08-02,33
2024-08-03,32
2024-08-04,34
2024-08-05,100
2024-08-06,58
2024-08-07,46
2024-08-08,87
2024-08-09,80
2024-08-10,67
2024-08-11,68
2024-08-12,75
2024-08-13,71
2024-08-14,68
2024-08-15,100
2024-08-16,90
2024-08-17,79
2024-08-18,81
2024-08-19,87
2024-08-20,92
2024-08-21,88
2024-08-22,86
2024-08-23,100
2024-08-24,91
2024-08-25,84
2024-08-26,85
2024-08-27,89
2024-08-28,93
2024-08-29,90
2024-08-30,91
2024-08-31,77
2024-09-01,77
2024-09-02,89
2024-09-03,91
2024-09-04,95
2024-09-05,87
2024-09-06,100
2024-09-07,88
2024-09-08,81
2024-09-09,88
2024-09-10,81
2024-09-11,83
2024-09-12,89
2024-09-13,100
2024-09-14,90
2024-09-15,85
2024-09-16,99
2024-09-17,99
2024-09-18,98
2024-09-19,100
2024-09-20,95
2024-09-21,77
2024-09-22,77
2024-09-23,84
2024-09-24,81
2024-09-25,84
2024-09-26,99
2024-09-27,100
2024-09-28,85
2024-09-29,82
2024-09-30,90
2024-10-01,100
2024-10-02,88
2024-10-03,87
2024-10-04,83
2024-10-05,75
2024-10-06,73
2024-10-07,84
2024-10-08,87
2024-10-09,100
2024-10-10,87
2024-10-11,90
2024-10-12,71
2024-10-13,67
2024-10-14,89
2024-10-15,88
2024-10-16,94
2024-10-17,87
2024-10-18,97
2024-10-19,84
2024-10-20,86
2024-10-21,97
2024-10-22,96
2024-10-23,89
2024-10-24,54
2024-10-25,52
2024-10-26,43
2024-10-27,47
2024-10-28,60
2024-10-29,100
2024-10-30,78
2024-10-31,30
2024-11-01,28
2024-11-02,23
2024-11-03,24
2024-11-04,25
2024-11-05,27
2024-11-06,100
2024-11-07,53
2024-11-08,42
2024-11-09,34
2024-11-10,58
2024-11-11,98
2024-11-12,100
2024-11-13,93
2024-11-14,82
2024-11-15,62
2024-11-16,55
2024-11-17,48
2024-11-18,54
2024-11-19,54
2024-11-20,58
2024-11-21,94
2024-11-22,100
2024-11-23,69
2024-11-24,60
2024-11-25,65
2024-11-26,64
2024-11-27,57
2024-11-28,84
2024-11-29,87
2024-11-30,75
2024-12-01,75
2024-12-02,87
2024-12-03,81
2024-12-04,87
2024-12-05,100
2024-12-06,62
2024-12-07,44
2024-12-08,40
2024-12-09,44
2024-12-10,45
2024-12-11,41
2024-12-12,74
2024-12-13,68
2024-12-14,63
2024-12-15,66
2024-12-16,100
2024-12-17,89
2024-12-18,86
2024-12-19,88
2024-12-20,100
2024-12-21,68
2024-12-22,65
2024-12-23,70
2024-12-24,71
2024-12-25,66
2024-12-26,100
2024-12-27,95
2024-12-28,80
2024-12-29,83
2024-12-30,91
2024-12-31,86
2025-01-01,83
2025-01-02,91
2025-01-03,88
2025-01-04,78
2025-01-05,74
2025-01-06,95
2025-01-07,100
2025-01-08,92
2025-01-09,100
2025-01-10,95
2025-01-11,77
2025-01-12,74
2025-01-13,97
2025-01-14,90
2025-01-15,93
2025-01-16,52
2025-01-17,62
2025-01-18,55
2025-01-19,64
2025-01-20,100
2025-01-21,76
2025-01-22,62
2025-01-23,98
2025-01-24,90
2025-01-25,72
2025-01-26,69
2025-01-27,100
2025-01-28,83
2025-01-29,77
2025-01-30,62
2025-01-31,61
2025-02-01,54
2025-02-02,68
2025-02-03,100
2025-02-04,74
2025-02-05,64
2025-02-06,93
2025-02-07,89
2025-02-08,77
2025-02-09,79
2025-02-10,78
2025-02-11,79
2025-02-12,81
2025-02-13,92
2025-02-14,91
2025-02-15,78
2025-02-16,84
2025-02-17,87
2025-02-18,100
2025-02-19,88
2025-02-20,50
2025-02-21,56
2025-02-22,44
2025-02-23,40
2025-02-24,51
2025-02-25,100
2025-02-26,85
2025-02-27,73
2025-02-28,100
2025-03-01,58
2025-03-02,76
2025-03-03,87
2025-03-04,83
2025-03-05,65
2025-03-06,73
2025-03-07,98
2025-03-08,70
2025-03-09,69
2025-03-10,96
2025-03-11,100
2025-03-12,74
2025-03-13,100
2025-03-14,92
2025-03-15,73
2025-03-16,73
2025-03-17,84
2025-03-18,82
2025-03-19,82
2025-03-20,94
2025-03-21,83
2025-03-22,71
2025-03-23,75
2025-03-24,97
2025-03-25,89
2025-03-26,91
2025-03-27,83
2025-03-28,85
2025-03-29,77
2025-03-30,81
2025-03-31,93
2025-04-01,97
2025-04-02,100
2025-04-03,67
2025-04-04,65
2025-04-05,47
2025-04-06,54
2025-04-07,100
2025-04-08,72
2025-04-09,78
2025-04-10,81
2025-04-11,73
2025-04-12,61
2025-04-13,55
2025-04-14,66
2025-04-15,61
2025-04-16,58
2025-04-17,69
2025-04-18,60
2025-04-19,56
2025-04-20,62
2025-04-21,83
2025-04-22,91
2025-04-23,100
2025-04-24,79
2025-04-25,81
2025-04-26,62
2025-04-27,63
2025-04-28,75
2025-04-29,72
2025-04-30,68
2025-05-01,100
2025-05-02,94
2025-05-03,78
2025-05-04,79
2025-05-05,90
2025-05-06,84
2025-05-07,86
2025-05-08,100
2025-05-09,96
2025-05-10,75
2025-05-11,73
2025-05-12,93
2025-05-13,84
2025-05-14,76
2025-05-15,66
2025-05-16,78
2025-05-17,55
2025-05-18,64
2025-05-19,78
2025-05-20,77
2025-05-21,100
2025-05-22,100
2025-05-23,70
2025-05-24,52
2025-05-25,48
2025-05-26,54
2025-05-27,61
2025-05-28,63
2025-05-29,97
2025-05-30,88
2025-05-31,74
2025-06-01,69
2025-06-02,74
2025-06-03,77
2025-06-04,74
2025-06-05,98
2025-06-06,99
2025-06-07,85
2025-06-08,83
2025-06-09,100
2025-06-10,100
2025-06-11,96
2025-06-12,91
2025-06-13,100
2025-06-14,82
2025-06-15,79
2025-06-16,84
2025-06-17,88
2025-06-18,80
2025-06-19,72
2025-06-20,73
2025-06-21,66
2025-06-22,100
2025-06-23,96
2025-06-24,85
2025-06-25,83
2025-06-26,88
2025-06-27,100
2025-06-28,78
2025-06-29,83
2025-06-30,92
2025-07-01,85
2025-07-02,92
2025-07-03,100
2025-07-04,93
2025-07-05,82
2025-07-06,85
2025-07-07,96
2025-07-08,87
2025-07-09,100
2025-07-10,74
2025-07-11,100
2025-07-12,62
2025-07-13,63
2025-07-14,100
2025-07-15,74
2025-07-16,71
2025-07-17,98
2025-07-18,100
2025-07-19,86
2025-07-20,86
2025-07-21,96
2025-07-22,86
2025-07-23,84
2025-07-24,89
2025-07-25,97
2025-07-26,77
2025-07-27,84
2025-07-28,91
2025-07-29,100
2025-07-30,100
2025-07-31,81
2025-08-01,92
2025-08-02,100
2025-08-03,92
2025-08-04,95
2025-08-05,97
2025-08-06,100
2025-08-07,72
2025-08-08,71
2025-08-09,76
2025-08-10,81
2025-08-11,98
2025-08-12,91
2025-08-13,100
2025-08-14,100
2025-08-15,86
2025-08-16,76
2025-08-17,76
2025-08-18,80
2025-08-19,75
2025-08-20,64
2025-08-21,88
2025-08-22,100
2025-08-23,82
2025-08-24,83
2025-08-25,98
2025-08-26,97
2025-08-27,78
2025-08-28,89
2025-08-29,100
2025-08-30,88
2025-08-31,86
2025-09-01,90
2025-09-02,92
2025-09-03,87
2025-09-04,94
2025-09-05,93
2025-09-06,81
2025-09-07,80
2025-09-08,87
2025-09-09,87
2025-09-10,100
2025-09-11,87
2025-09-12,88
2025-09-13,85
2025-09-14,84
2025-09-15,88
2025-09-16,83
2025-09-17,86
2025-09-18,100
2025-09-19,85
2025-09-20,73
2025-09-21,47
2025-09-22,68
2025-09-23,64
2025-09-24,61
2025-09-25,94
2025-09-26,94
2025-09-27,77
2025-09-28,71
2025-09-29,89
2025-09-30,85
2025-10-01,100
2025-10-02,84
2025-10-03,89
2025-10-04,72
2025-10-05,100
