date,ethereum
2024-04-03,81
2024-04-04,84
2024-04-05,78
2024-04-06,67
2024-04-07,70
2024-04-08,100
2024-04-09,88
2024-04-10,88
2024-04-11,83
2024-04-12,81
2024-04-13,93
2024-04-14,94
2024-04-15,100
2024-04-16,85
2024-04-17,79
2024-04-18,95
2024-04-19,100
2024-04-20,92
2024-04-21,85
2024-04-22,93
2024-04-23,92
2024-04-24,85
2024-04-25,96
2024-04-26,83
2024-04-27,82
2024-04-28,97
2024-04-29,82
2024-04-30,94
2024-05-01,100
2024-05-02,89
2024-05-03,92
2024-05-04,87
2024-05-05,78
2024-05-06,84
2024-05-07,78
2024-05-08,77
2024-05-09,88
2024-05-10,97
2024-05-11,83
2024-05-12,80
2024-05-13,88
2024-05-14,91
2024-05-15,100
2024-05-16,28
2024-05-17,30
2024-05-18,28
2024-05-19,29
2024-05-20,54
2024-05-21,100
2024-05-22,76
2024-05-23,100
2024-05-24,63
2024-05-25,32
2024-05-26,32
2024-05-27,42
2024-05-28,33
2024-05-29,29
2024-05-30,90
2024-05-31,82
2024-06-01,73
2024-06-02,72
2024-06-03,90
2024-06-04,82
2024-06-05,93
2024-06-06,88
2024-06-07,100
2024-06-08,68
2024-06-09,64
2024-06-10,65
2024-06-11,76
2024-06-12,73
2024-06-13,100
2024-06-14,97
2024-06-15,88
2024-06-16,83
2024-06-17,86
2024-06-18,88
2024-06-19,89
2024-06-20,94
2024-06-21,82
2024-06-22,76
2024-06-23,78
2024-06-24,100
2024-06-25,92
2024-06-26,83
2024-06-27,100
2024-06-28,93
2024-06-29,82
2024-06-30,87
2024-07-01,94
2024-07-02,95
2024-07-03,97
2024-07-04,86
2024-07-05,100
2024-07-06,79
2024-07-07,81
2024-07-08,86
2024-07-09,90
2024-07-10,81
2024-07-11,88
2024-07-12,76
2024-07-13,77
2024-07-14,77
2024-07-15,100
2024-07-16,97
2024-07-17,89
2024-07-18,54
2024-07-19,59
2024-07-20,87
2024-07-21,61
2024-07-22,62
2024-07-23,100
2024-07-24,69
2024-07-25,100
2024-07-26,57
2024-07-27,51
2024-07-28,46
2024-07-29,60
2024-07-30,46
2024-07-31,49
2024-08-01,36
2024-08-02,32
2024-08-03,32
2024-08-04,46
2024-08-05,100
2024-08-06,59
2024-08-07,61
2024-08-08,75
2024-08-09,64
2024-08-10,51
2024-08-11,54
2024-08-12,59
2024-08-13,56
2024-08-14,58
2024-08-15,91
2024-08-16,84
2024-08-17,75
2024-08-18,77
2024-08-19,100
2024-08-20,85
2024-08-21,81
2024-08-22,87
2024-08-23,92
2024-08-24,98
2024-08-25,86
2024-08-26,88
2024-08-27,98
2024-08-28,100
2024-08-29,100
2024-08-30,72
2024-08-31,65
2024-09-01,95
2024-09-02,74
2024-09-03,72
2024-09-04,79
2024-09-05,86
2024-09-06,100
2024-09-07,92
2024-09-08,85
2024-09-09,88
2024-09-10,85
2024-09-11,81
2024-09-12,97
2024-09-13,76
2024-09-14,68
2024-09-15,63
2024-09-16,75
2024-09-17,72
2024-09-18,100
2024-09-19,83
2024-09-20,80
2024-09-21,66
2024-09-22,67
2024-09-23,80
2024-09-24,84
2024-09-25,72
2024-09-26,87
2024-09-27,78
2024-09-28,100
2024-09-29,66
2024-09-30,94
2024-10-01,73
2024-10-02,67
2024-10-03,100
2024-10-04,96
2024-10-05,82
2024-10-06,82
2024-10-07,100
2024-10-08,91
2024-10-09,92
2024-10-10,79
2024-10-11,84
2024-10-12,93
2024-10-13,68
2024-10-14,98
2024-10-15,91
2024-10-16,100
2024-10-17,98
2024-10-18,100
2024-10-19,83
2024-10-20,95
2024-10-21,99
2024-10-22,92
2024-10-23,92
2024-10-24,64
2024-10-25,65
2024-10-26,55
2024-10-27,55
2024-10-28,70
2024-10-29,100
2024-10-30,90
2024-10-31,43
2024-11-01,36
2024-11-02,31
2024-11-03,29
2024-11-04,32
2024-11-05,39
2024-11-06,100
2024-11-07,59
2024-11-08,56
2024-11-09,48
2024-11-10,76
2024-11-11,97
2024-11-12,100
2024-11-13,86
2024-11-14,77
2024-11-15,62
2024-11-16,62
2024-11-17,52
2024-11-18,70
2024-11-19,62
2024-11-20,67
2024-11-21,100
2024-11-22,87
2024-11-23,80
2024-11-24,64
2024-11-25,76
2024-11-26,64
2024-11-27,74
2024-11-28,90
2024-11-29,89
2024-11-30,80
2024-12-01,86
2024-12-02,93
2024-12-03,85
2024-12-04,100
2024-12-05,100
2024-12-06,82
2024-12-07,72
2024-12-08,64
2024-12-09,65
2024-12-10,61
2024-12-11,60
2024-12-12,92
2024-12-13,76
2024-12-14,65
2024-12-15,70
2024-12-16,100
2024-12-17,97
2024-12-18,80
2024-12-19,97
2024-12-20,100
2024-12-21,70
2024-12-22,65
2024-12-23,72
2024-12-24,72
2024-12-25,67
2024-12-26,93
2024-12-27,94
2024-12-28,83
2024-12-29,79
2024-12-30,96
2024-12-31,81
2025-01-01,91
2025-01-02,90
2025-01-03,96
2025-01-04,83
2025-01-05,79
2025-01-06,100
2025-01-07,88
2025-01-08,84
2025-01-09,86
2025-01-10,80
2025-01-11,75
2025-01-12,73
2025-01-13,90
2025-01-14,91
2025-01-15,100
2025-01-16,63
2025-01-17,71
2025-01-18,66
2025-01-19,87
2025-01-20,100
2025-01-21,76
2025-01-22,66
2025-01-23,89
2025-01-24,97
2025-01-25,77
2025-01-26,80
2025-01-27,92
2025-01-28,81
2025-01-29,83
2025-01-30,44
2025-01-31,47
2025-02-01,38
2025-02-02,48
2025-02-03,100
2025-02-04,70
2025-02-05,54
2025-02-06,93
2025-02-07,90
2025-02-08,75
2025-02-09,72
2025-02-10,71
2025-02-11,76
2025-02-12,73
2025-02-13,98
2025-02-14,93
2025-02-15,88
2025-02-16,90
2025-02-17,100
2025-02-18,93
2025-02-19,90
2025-02-20,60
2025-02-21,72
2025-02-22,73
2025-02-23,70
2025-02-24,69
2025-02-25,100
2025-02-26,82
2025-02-27,65
2025-02-28,87
2025-03-01,63
2025-03-02,83
2025-03-03,100
2025-03-04,92
2025-03-05,70
2025-03-06,75
2025-03-07,68
2025-03-08,59
2025-03-09,65
2025-03-10,100
2025-03-11,97
2025-03-12,76
2025-03-13,90
2025-03-14,85
2025-03-15,75
2025-03-16,72
2025-03-17,78
2025-03-18,81
2025-03-19,92
2025-03-20,85
2025-03-21,72
2025-03-22,67
2025-03-23,71
2025-03-24,95
2025-03-25,77
2025-03-26,75
2025-03-27,91
2025-03-28,95
2025-03-29,94
2025-03-30,85
2025-03-31,95
2025-04-01,92
2025-04-02,100
2025-04-03,60
2025-04-04,54
2025-04-05,51
2025-04-06,58
2025-04-07,100
2025-04-08,73
2025-04-09,90
2025-04-10,71
2025-04-11,66
2025-04-12,57
2025-04-13,54
2025-04-14,58
2025-04-15,54
2025-04-16,51
2025-04-17,72
2025-04-18,65
2025-04-19,61
2025-04-20,60
2025-04-21,73
2025-04-22,82
2025-04-23,100
2025-04-24,82
2025-04-25,77
2025-04-26,70
2025-04-27,67
2025-04-28,83
2025-04-29,79
2025-04-30,67
2025-05-01,100
2025-05-02,91
2025-05-03,79
2025-05-04,71
2025-05-05,88
2025-05-06,82
2025-05-07,93
2025-05-08,75
2025-05-09,100
2025-05-10,74
2025-05-11,67
2025-05-12,84
2025-05-13,76
2025-05-14,70
2025-05-15,72
2025-05-16,76
2025-05-17,66
2025-05-18,69
2025-05-19,68
2025-05-20,72
2025-05-21,81
2025-05-22,100
2025-05-23,74
2025-05-24,54
2025-05-25,50
2025-05-26,54
2025-05-27,66
2025-05-28,60
2025-05-29,100
2025-05-30,74
2025-05-31,73
2025-06-01,68
2025-06-02,72
2025-06-03,81
2025-06-04,79
2025-06-05,72
2025-06-06,73
2025-06-07,62
2025-06-08,62
2025-06-09,75
2025-06-10,93
2025-06-11,100
2025-06-12,88
2025-06-13,79
2025-06-14,66
2025-06-15,62
2025-06-16,84
2025-06-17,74
2025-06-18,69
2025-06-19,77
2025-06-20,79
2025-06-21,73
2025-06-22,100
2025-06-23,90
2025-06-24,91
2025-06-25,88
2025-06-26,89
2025-06-27,92
2025-06-28,77
2025-06-29,78
2025-06-30,99
2025-07-01,89
2025-07-02,100
2025-07-03,89
2025-07-04,81
2025-07-05,67
2025-07-06,75
2025-07-07,87
2025-07-08,75
2025-07-09,100
2025-07-10,64
2025-07-11,81
2025-07-12,53
2025-07-13,55
2025-07-14,79
2025-07-15,63
2025-07-16,100
2025-07-17,95
2025-07-18,93
2025-07-19,70
2025-07-20,95
2025-07-21,100
2025-07-22,80
2025-07-23,72
2025-07-24,89
2025-07-25,83
2025-07-26,67
2025-07-27,86
2025-07-28,99
2025-07-29,96
2025-07-30,96
2025-07-31,86
2025-08-01,91
2025-08-02,90
2025-08-03,85
2025-08-04,99
2025-08-05,97
2025-08-06,100
2025-08-07,36
2025-08-08,45
2025-08-09,72
2025-08-10,64
2025-08-11,61
2025-08-12,85
2025-08-13,100
2025-08-14,94
2025-08-15,83
2025-08-16,79
2025-08-17,78
2025-08-18,75
2025-08-19,70
2025-08-20,57
2025-08-21,68
2025-08-22,100
2025-08-23,90
2025-08-24,85
2025-08-25,82
2025-08-26,78
2025-08-27,64
2025-08-28,78
2025-08-29,84
2025-08-30,71
2025-08-31,69
2025-09-01,72
2025-09-02,69
2025-09-03,71
2025-09-04,93
2025-09-05,93
2025-09-06,79
2025-09-07,75
2025-09-08,81
2025-09-09,78
2025-09-10,77
2025-09-11,80
2025-09-12,94
2025-09-13,100
2025-09-14,94
2025-09-15,87
2025-09-16,84
2025-09-17,81
2025-09-18,100
2025-09-19,99
2025-09-20,83
2025-09-21,46
2025-09-22,70
2025-09-23,57
2025-09-24,54
2025-09-25,100
2025-09-26,91
2025-09-27,69
2025-09-28,67
2025-09-29,89
2025-09-30,77
2025-10-01,88
2025-10-02,100
2025-10-03,100
2025-10-04,77
2025-10-05,98
